show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
tm158074,Movie,Questioning Darwin,,,US,,2014,,56 min,documentation,Literal and creationist interpretation of the Bible is the fastest-growing branch of Christianity in the U.S. This film takes an in-depth look at the views of these Christians who reject Charles Darwin's theory of evolution--while also examining how Darwin handled the question of God himself as he developed his theory of natural selection in the mid-1800s.
tm171655,Movie,Scooby-Doo! Stage Fright,,,US,,2013,PG,75 min,comedy,"Join Scooby-Doo, Shaggy and the Mystery Inc. crew as they head to Chicago for Talent Star, a hit talent show in which Fred and Daphne are finalists with some high hopes. Unlucky for them, the competition is frightful as the show is being broadcast from an opera house with a history of horrors and a particularly vengeful phantom that has cursed the show's production."
tm188497,Movie,State of Play: Trophy Kids,,,US,,2013,PG,57 min,documentation,"The growing obsession of parents in the scholastic athletic competition of their children is the focus of this first installment in HBO Sports innovative new documentary series. Each new edition spotlights a topic or person whose impact on the sports world is undeniable, opening with a brief overview, followed by a verite documentary and a roundtable discussion."
tm176942,Movie,Life According to Sam,,,US,,2013,,90 min,"drama, documentation","Progeria is an extremely rare and fatal disease, exemplified by accelerated aging in the children who are afflicted by it. There is no treatment. There is no cure. Enter Doctors Leslie Gordon and Scott Berns. When their son, Sam, was diagnosed with progeria at age two, the prognosis was grim—the couple were simply told to enjoy the few years they had left with their only son—but they weren’t willing to give up that easily. They spearheaded a campaign to save Sam and the other children in the world who share this devastating illness. In a little more than a decade, their extraordinary advances have led not only to identifying the gene that causes progeria and testing the first experimental drug to treat it but also to the amazing discovery that it is linked to the aging process in all of us."
tm211368,Movie,Nightingale,,,US,,2014,,83 min,"drama, crime",A dangerously unstable man addresses the unseen followers of his video log about his obsession with an old army buddy.
tm132789,Movie,Terror at the Mall,,,,,2014,,60 min,"documentation, history",A documentary detailing an indiscriminate terrorist attack that left 71 dead in Kenya.
tm206335,Movie,Americans in Bed,,,US,,2013,,80 min,documentation,"Ten American couples--captured in the comfort of their own beds--openly discuss romance, sex, trust and love in candid interviews. From young New Yorkers who have split up 26 times to spouses in their 90s who have been married 71 years, this touching, funny and often surprising film offers intimate insights into what makes or breaks a relationship."
tm249883,Movie,Habla Men,,,US,,2014,,58 min,documentation,"Habla Men will enlighten audiences on what it means to be Latino in the United States through the perspective of a diverse group of Hispanic role models whose personal stories are told straight into the camera. Raw, humorous yet sincere, this series will feature the likes of a handsome sensitive man, a ""tough guy"" actor, a gay championship boxer, a legendary wrestler, a Pulitzer Prize-winning author, and a 6'2 transgendered blond bombshell among others. The personal experiences each of the participants openly disclose will keep viewers not only entertained, but challenge preconceived notions."
ts318521,TV Show,The Vertigo Years,,,,,2013,,1 Season,documentation,"An examination of the period between 1900 and 1914 not as a sepia tinted prelude to catastrophe, but as a time of phenomenal energy and rapid transformation. A social, creative and scientific explosion that would define the horizons of life in the West."
tm313461,Movie,Habla Women,,,US,,2013,PG,56 min,documentation,"Take a uniquely Latina view of life in the United States in this no-holds-barred 10th installment in the 'Habla' series. From a newspaper CEO-publisher to an Olympic boxing medalist, and many others, this special charts the joys of challenges faced by U.S. Latinas of all ages and backgrounds."
tm178995,Movie,50 Children: The Rescue Mission of Mr. and Mrs. Kraus,,,US,,2013,,62 min,documentation,"In the spring of 1939, Gilbert and Eleanor Kraus embarked on a risky and unlikely mission. Traveling into the heart of Nazi Germany, they rescued 50 Jewish children from Vienna and brought them to the United States."
ts43915,TV Show,Head Over Heels,,,CZ,,2014,,2 Seasons,"comedy, romance, european",The ups and downs of three couples living in Prague and their interconnected love triangles.
tm157418,Movie,Paycheck to Paycheck: The Life & Times of Katrina Gilbert,,,US,,2014,,74 min,documentation,This is the story of a year in the life of one mother whose daily struggles illuminate the challenges faced by more than 42 million American women and the 28 million children who depend on them.
tm178618,Movie,Crisis Hotline: Veterans Press 1,,,US,,2013,,40 min,documentation,"According to the U.S. Department of Veterans Affairs, one veteran dies by suicide in America every 80 minutes. While only 1% of Americans has served in the military, former service members account for 20% of all suicides in the U.S. Based in Canandaigua, NY and open 24 hours a day, 365 days a year, the Veterans Crisis Line receives more than 22,000 calls each month from veterans of all conflicts who are struggling or contemplating suicide. This timely documentary spotlights the traumas endured by America’s veterans, as seen through the work of the hotline’s trained responders. CRISIS HOTLINE captures extremely private moments, where the professionals, many of whom are themselves veterans or veterans’ spouses, can often interrupt the thoughts and plans of suicidal callers to steer them out of crisis."
tm178161,Movie,The Out List,,,US,,2013,PG,60 min,documentation,"Through the voices of Americans from all walks of life, The Out List explores the identities of the lesbian, gay, bisexual, and transgender community in America. In this series of intimate interviews, a diverse group of LGBTQ personalities bring color and depth to their experiences of gender and sexuality. With wit and wisdom, this set of trailblazing individuals weaves universal themes of love, loss, trial, and triumph into the determined struggle for full equality."
tm892021,Movie,Legendary Nights: The Tale of Gatti-Ward,,,US,,2013,,77 min,drama,The brutal trilogy of light-welterweight fights between Arturo 'Thunder' Gatti and 'Irish' Mickey Ward is the focus of this documentary.
tm185863,Movie,Miss You Can Do It,,,US,,2013,,75 min,"drama, family, documentation","Miss You Can Do It chronicles Abbey Curran, Miss Iowa USA 2008 and the first woman with a disability to compete at the Miss USA Pageant, and eight girls with various physical and intellectual disabilities as the girls participate in the Miss You Can Do It Pageant. Abbey founded the annual Miss You Can Do It Pageant in 2004 and girls and their families travel from all around the country to participate in this one night where their inner beauty and abilities reign."
tm249369,Movie,Before We Are Forgotten,,,MX,,2014,,81 min,documentation,"Former Mexican President Felipe Calderon's six-year war on drug trafficking is the focus of this investigative documentary. The voices of parents, siblings, wives, and children of the many victims of the war--more than 121,000 and counting--tell their personal stories of suffering."
tm168056,Movie,Fall to Grace,,,US,,2013,,48 min,documentation,"In 2004, New Jersey Governor Jim McGreevey resigned his office on national television, coming out as a homosexual and admitting to an extramarital affair in the process. This documentary follows him in the near decade since that moment as McGreevey struggles to find his path in religion and serving the community he still loves."
tm174080,Movie,Gasland Part II,,,US,,2013,,125 min,documentation,"Two years ago, Josh Fox introduced us to hydraulic fracturing with his Oscar®-nominated exposé Gasland. Now this once-touted energy source has become a widely discussed, contentious topic. In his follow-up, Fox reveals the extreme circumstances facing those affected by fracking, from earthquakes to the use of federal anti-terror psychological operations tactics. Gasland Part II is the definitive proof that issues raised by fracking cannot be ignored for long."
ts87176,TV Show,Heroes Cotidianos,,,MX,,2014,,1 Season,documentation,Heroes Cotidianos is a series of six episodes recounting the stories of real people who happen to have become true heroes of our time and of their own communities.
